;Unnamed: 0;URL;Osoite;Alue;Myyntihinta;Velaton hinta;Pinta-ala;Neliöhinta;Rahoitusvastike;Hoitovastike;Yhtiövastike;Muut kustannukset;Kerros;Huonekokoonpano;Huoneet;Vapautuminen;Parveke;Kylpyhuoneen varusteet;Sauna;Taloyhtiössä sauna;Säilytystilat;Näkymät;Tulevat remontit;Tehdyt remontit;Infoteksti;Kerroslukema
654;654;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071405;Niilo Härmälän katu 13 A 41, Härmälänranta, Tampere;Härmälänranta;60570.0;201900.0;44.5;4537.08;631.95;151.3;783.25;;5 / 7;2h+kt;2.0;;True;;False;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";5.0
655;655;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071403;Niilo Härmälän katu 13 A 39, Härmälänranta, Tampere;Härmälänranta;62730.0;209100.0;50.5;4140.59;654.48;171.7;826.1800000000001;;4 / 7;2h+kt;2.0;;True;;False;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";4.0
656;656;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071394;Niilo Härmälän katu 13 A 30, Härmälänranta, Tampere;Härmälänranta;59370.0;197900.0;44.5;4447.19;619.43;151.3;770.73;;4 / 7;2h+kt;2.0;;True;;False;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";4.0
657;657;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071392;Niilo Härmälän katu 13 A 28, Härmälänranta, Tampere;Härmälänranta;61230.0;204100.0;50.5;4041.58;638.83;171.7;810.53;;3 / 7;2h+kt;2.0;;True;;False;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";3.0
658;658;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071390;Niilo Härmälän katu 13 A 26, Härmälänranta, Tampere;Härmälänranta;65670.0;218900.0;53.5;4091.59;685.16;181.9;867.06;;3 / 7;2h+kt+s;2.0;;True;;True;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";3.0
659;659;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071391;Niilo Härmälän katu 13 A 27, Härmälänranta, Tampere;Härmälänranta;64380.0;214600.0;52.5;4087.62;671.7;178.5;850.2;;3 / 7;2h+kt+s;2.0;;True;;True;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";3.0
660;660;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071383;Niilo Härmälän katu 13 A 19, Härmälänranta, Tampere;Härmälänranta;58170.0;193900.0;44.5;4357.3;606.91;151.3;758.21;;3 / 7;2h+kt;2.0;;True;;False;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";3.0
661;661;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071381;Niilo Härmälän katu 13 A 17, Härmälänranta, Tampere;Härmälänranta;59730.0;199100.0;50.5;3942.57;623.18;171.7;794.8799999999999;;2 / 7;2h+kt;2.0;;True;;False;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";2.0
662;662;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15071380;Niilo Härmälän katu 13 A 16, Härmälänranta, Tampere;Härmälänranta;63270.0;210900.0;52.5;4017.14;660.12;178.5;838.62;;2 / 7;2h+kt+s;2.0;;True;;True;False;;;;;"Puistoja, järviluontoa ja uuden kodin hurmaa – Tutustu Tampereen Härmälänrantaan!

Huomaathan, että visualisoinnit sekä mallisisustetun huoneiston kuvat eivät välttämättä ole tästä asunnosta. Kuvat ovat tästä kohteesta ja aina suuntaa antavia. Asunnon pohjakuvasta näet tämän huoneiston. Kysy lisää asuntomyyjältämme!

As. Oy Tampereen Härmälänrannan Rollikkaan rakennetaan 65 asuntoa, joiden joukosta löytyy sopivan kokoinen koti jokaiseen elämäntilanteeseen. Asuntojen huoneluvut vaihtelevat yhdestä viiteen. Rollikan erikoisuus ovat suuret perheasunnot, joita löytyy niin talon ylä- kuin alakerroksista. Valitsitpa minkä kokoisen kodin tahansa, on arki kodissasi mukavaa ja toimivaa. Jokaisessa kodissa on parveke tai patio asuinkerroksesta riippuen. Kodeissa on kauniit lautaparketit ja raikkaat pinnat. Keittiö yhdistyy saumattomasti olohuoneeseen muodostaen kodin keskiöön väljän tilan yhdessäololle. Muutamissa kaksioissa ja kaikissa sitä suuremmissa asunnoissa on oma sauna.

Asuinkortteli rajautuu kahden puistoalueen väliin. Korttelin pohjoispuolelle rakennetaan viihtyisä Samiveturinpuisto, jossa lasten on mukava leikkiä ja temmeltää. Eteläpuolelle taas avautuu rauhallinen Härmälänojanpuisto, joka tarjoaa asukkaille hiljaisuutta ja kiireetöntä tunnelmaa luontomaiseman ääressä. Turvallinen pihapiiri rajautuu puistojen väliin.

Härmälänrannan sijainti järvimaisemissa, vartin ajomatkan päässä Tampereen keskustasta on erinomainen. Täällä kaupungin palvelut ja luonnon tarjoamat ulkoilumahdollisuudet löytyvät kaikki läheltä.

Pienellä omarahoitusosuudella kiinni uuteen kotiin! Kodin myyntihinta on pienimmillään 30 % sen velattomasta hinnasta, loput kattaa yhtiölaina. Myyntihinnasta 25 % maksetaan kaupantekohetkellä ja 75 % valmistumisen yhteydessä. Loppuosa velattomasta hinnasta on yhtiölainaa, jota maksetaan kuukausittain rahoitusvastikkeen muodossa. Yhtiölainaa voi myös halutessaan maksaa pois asunnon valmistumisen yhteydessä.

Lue lisää: skanska.fi/rollikka";2.0
663;663;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15057566;Kansikatu 8 B 203, Keskusta, Tampere;Keskusta;159708.0;337320.0;54.0;6246.67;315.15;215.46;530.61;KTV- ja laajakaistavastike 10 EUR/huoneisto/kk;15 / 17;2h+kt+s;2.0;Arviolta 12/2020;False;;False;False;;;;;"Wallesmannista saat paljon enemmän kuin kodin. Saat naapuriksi uuden, kansainvälisen tason elämysareenan, monipuoliset palvelut ja erinomaiset kulkuyhteydet.

Astu ulos ovesta ja olet keskellä uutta urbaania kaupunkikulttuuria. Ja vaikka ollaan aivan ytimessä, kotoa on lyhyt matka luontoon. Mukavia lenkkeilymaastoja ja kauniita järvimaisemia löytyy kävelyetäisyydeltä.

Ulkoilmasta pääset nauttimaan myös Wallesmannin suurella kattopihalla.

Asunto Oy Tampereen Wallesmanni on 6/17 kerroksinen kerrostalo. Rakennus koostuu kuusikerroksisesta lamelliosasta ja 17-kerroksisesta torniosasta. Lamelliosan kahdessa alimmassa kerroksessa on myytäviä liiketiloja; Sorinkadulla katutasossa ja Kansikadulla kansitasossa.

Rakennuksen porrashuoneeseen on suora yhteys parkkihallista.Pysäköintioikeus on vuokrattavissa kortteliin rakennettavasta autohalliyhtiöstä.
 
Wallesmannin tontti on vuokratontti, jonka omistaa OP-Tonttirahasto. Osakkeenomistajat voivat halutessaan lunastaa huoneistokohtaisen määräosan tontista.

Kohteen kuvat ovat yleiskuvia taloyhtiöstä, eivätkä kuvaa yksittäistä asuntoa. Jotkut kuvat on kuvattu tai mallinnettu tietystä asunnosta, mutta niiden tarkoitus on havainnollistaa yleisesti asuntojen tyyliä.

Ota yhteyttä asuntomyyntiin ja varaa aika asuntojen virtuaaliesittelyyn.
Tampereen Kansi Visit Center, Åkerlundinkatu 16, 33100 Tampere

puh 0800 122 300 asuntomyynti.tampere@srv.fi";15.0
664;664;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/14979716;Sarvijaakonkatu 1 A A 11, Kaleva, Tampere;Kaleva;79581.0;249981.0;51.0;4901.59;132.06;323.85;455.91;;2 / 8;2-3h+kt;2.0;Arviolta 11/2020;True;;False;False;;;;;"Tilavan kulmahuoneiston valtteja ovat moneksi muuntuva pohja, ihana lattialämmitys sekä kahteen ilmansuuntaan avautuvat näkymät. Ihastu 51-neliöiseen kahden huoneen kulmahuoneistoon, joka muuntuu myös tehokolmioksi. Toimi ajoissa, jotta ehdit valita, haluatko kotiisi peruspohjan sijaan vaihtoehtoisen pohjan.

 Heti eteisestä avautuu kutsuva näkymä koko huoneiston läpi parvekkeelle. Vaatteet ja tarvikkeet pysyvät siististi järjestyksessä eteisen tilavassa peiliovellisessa liukuovikaapissa ja koko makuuhuoneen seinän mittaisessa liukuovikaapistossa. Tämän kodin sydän on L-keittiön ja olohuoneen muodostama avara yhteistila, joka mahdollistaa monenlaisia sisustusratkaisuja. Pohjoiseen ja länteen avautuvista suurista ikkunoista tulvii luonnonvaloa, ja avaran kokonaisuuden viimeistelee vaaleansävyinen parketti sekä miellyttävä lattialämmitys.

 Sisustussuunnittelijamme on valinnut tähän kotiin pelkistetyn ja aikaa kestävän sisustuksen. Puustellin keittiössä on valkoiset kaapinovet ja tumma laminaattityötaso. Kaapistojen välitila on valkoiseksi taustamaalattua lasia. Keittotilan varustukseen kuuluu mm. induktioliesi, kalusteuuni, integroitu mikroaaltouuni sekä integroitu kalusteovellinen astianpesukone. Värimaailmaltaan vaalean harmonista keittiötä on helppo höystää tekstiilien ja omien lempivärien avulla.

 Käytännöllisesti mitoitetussa kylpyhuoneessa on tummat lattialaatat, vaakaan asennetut kiiltävän valkoiset seinälaatat, valopeili, tyylikkäät kääntyvät suihkuseinät sekä kattoon upotetut led-valot. Pesuhuoneessa on myös kätevä pyykkikaappi ja tilavaraus pesukoneelle. Kalusteissa on valkoiset ovet ja kiiltävät kromivetimet. Mattalasiovi tuo päivänvaloa kylpyhuoneeseen.

 Koko huoneiston levyiseltä parvekkeelta avautuu näkymä länteen. Lasituksen ansiosta voit nauttia oleilusta parvekkeella alkukeväästä aina pimeneviin syysiltoihin. Parvekkeen lattialla on miellyttävä parvekematto.

 Kalevan Paletti 2:n yhteisten tilojen suunnittelussa on kiinnitetty huomiota arjen sujuvuuteen. Taloyhtiössä on mm. yhteiset saunatilat, pesutupa ja kuivaushuone sekä kätevä kurasyöppö. Postin automaatin avulla asukkaat voivat lähettää ja vastaanottaa paketteja kätevästi vuorokauden ympäri.  Pyörän säilytykseen on varattu mukavasti tilaa, ja jopa autonrenkaille on oma säilytystilansa. Vehreällä piha-alueella on tekemistä moneen makuun leikeistä rentoon yhdessäoloon.

 Osakkeina myytävät autopaikat löytyvät maanalaisesta pysäköintihallista, josta pääsee mukavasti kuivin jaloin hissillä omaan kotikerrokseen. Jokaisella autopaikalla on lämpöpistoke valmiina. Olethan yhteydessä asuntomyyntiimme, niin kerromme lisää.";2.0
